MSISDN	VERSION_DATE	RSRP_F141F47_FWZ	RSRP_105_CNT	RSRPCOVER105	RSRP_110_CNT	RSRPCOVER	SINR_F40Z40_FWZ	LOWSINR0	LOWSINRN3	SIXDB3NEI	X2_REPEAT_SUC_CNT	TAC_REPEAT_SUC_CNT	TAU_SUC_CNT	TAU_SUC_5UP_CNT	PAGING_CNT	PAGING_RATIO	LTE2GSM_REDIRECT_CNT	LINK_DROP	WEAK_HOURS	PHR0_CNT	LOWPHR0
EC6BE53FE94E3A5ADE4DFA2E23040F35	2018/8/13 0:00										0	0	51	12	101	100	19	0			
89BC9756A4829054E3B8B460CBF61D4E	2018/8/13 0:00	-64	91	100	91	100	11	0	0	0	14	0	0	0	30	100	0	0		0	0
FC3B9D12580388C14028CCFA70A64636	2018/8/13 0:00	-98.6	369	86.21	394	92.06	7	32.58	21.49	0.23	0	0	66	63	250	100	38	0	9	153	35.83
E54942F8DF2EB81F3D25A7480181EC65	2018/8/13 0:00	-97.67	295	100	295	100	11.67	1.01	0.34	0	4	0	17	0	163	100	0	0		23	7.88
A1BDADB43147362AF745716E6F5B7235	2018/8/13 0:00	-101.75	120	38.34	159	50.8	2.75	4.72	0	0	46	0	830	825	116	100	121	0	16	215	67.61
A9685A1B865F4C974BBAEBBFF1317BBB	2018/8/13 0:00										68	0	62	44	53	100	0	0			
A7E90CE4489A04281B20B2568DE8D96E	2018/8/13 0:00										454	0	48	23	137	100	2	1			
6829888C191A01BA0BA664354DFE7EC9	2018/8/13 0:00	-85.67	6	100	6	100	11.67	0	0	0	2	0	0	0	0		0	0		0	0
699FA93B3DB6B1B5A25872E970EB567F	2018/8/13 0:00										0	0	22	0	0		0	0			
9AC88763E79107F3C5D0CFB142E89FB1	2018/8/13 0:00										78	0	34	0	70	100	1	0			
7BEF68F0ABC2414589D3F02AC470F45A	2018/8/13 0:00	-81	582	93.12	622	99.52	12.1	0.48	0.48	1.12	36	0	46	39	212	100	3	0		3	0.48
44692AA162857275DE15A95D82FF0874	2018/8/13 0:00	-80.72	152	99.35	153	100	10.89	0	0	0	34	0	90	87	45	100	0	0		1	0.65
D47B4D6C73E5FB4C8A159EE0725A12E3	2018/8/13 0:00										84	0	17	0	139	100	0	0			
8224948F853574F9BAFD3F4956719966	2018/8/13 0:00										16	0	0	0	183	100	0	0			
5F1625FB7ED3BCBBA773990049BDCE90	2018/8/13 0:00	-92.58	180	95.24	187	98.94	10.25	1.05	0.53	1.58	76	0	20	14	55	100	1	0	1	0	0
9FC40B069E5E467F292D8456E5A55B95	2018/8/13 0:00	-96.67	324	68.21	334	70.32	10.67	2.32	0.84	0	4	0	8	0	317	100	0	0	12	148	31.29
0AD26C068A5B9763886AFB81536C2172	2018/8/13 0:00	-94.75	395	50.64	702	90	11.23	1.54	0.26	0	102	0	19	7	328	100	2	0	9	75	9.62
3A0B26927B1AF27858CA5834DB4DAB77	2018/8/13 0:00										36	0	40	14	83	100	0	0			
CB53EC5D8798595F8E45B09DFD69D261	2018/8/13 0:00	-105	5	21.74	23	100	13	0	0	0	0	0	2	0	131	100	0	0		17	100
EE20A4F47AB1B47BF42CDEEBEBA3CF02	2018/8/13 0:00	-92.09	27	93.1	28	96.55	15.78	0	0	3.45	68	0	67	33	182	100	3	0	1	8	33.33
8FAA93E655AD7C0DD3868254BCD9C6E8	2018/8/13 0:00	-112	0	0	0	0	-3	50	0	0	0	0	8	0	2	100	0	0	2	1	50
5B983FECBB80415B7973864F7B111A8A	2018/8/13 0:00	-105.6	75	16.67	253	56.22	8.4	0.67	0	0	0	0	33	0	118	100	24	0	7	130	28.89
0CBAE9196F8BC1BB40673B28BDF3DD07	2018/8/13 0:00										12	0	8	0	57	100	1	0			
8943E9A4430609F379079CC9E307F0B8	2018/8/13 0:00	-96.91	838	88.49	899	94.93	12.21	0.63	0	1.16	146	0	136	126	425	100	44	0	3	80	8.44
091246EEDC1144B15E8723FC52CAE529	2018/8/13 0:00										4	0	25	19	20	100	10	0			
D438E102D91DF309A28DA8BFA9CB77E9	2018/8/13 0:00	-90.76	1492	87.56	1589	93.25	14.21	0.82	0.23	0.41	80	0	27	0	678	100	5	0	7	67	4.01
6145F97E5F37A64AE19E499387576A84	2018/8/13 0:00	-73.33	25	100	25	100	8.67	0	0	0	12	0	31	0	21	100	0	0		0	0
93B230E2252AA973E240BA903B87293A	2018/8/13 0:00	-93.63	20	32.79	31	50.82	18.88	0	0	0	108	0	100	62	76	100	0	1	9	39	70.91
3ACB227BF039D0041BD960DF3E3DFD18	2018/8/13 0:00	-98.48	264	81.99	310	96.27	10.05	4.97	1.86	0	24	0	75	60	59	100	1	0	1	36	11.18
4DF231D4E269142FE55E996759E1D830	2018/8/13 0:00										0	0	24	0	30	100	0	0			
12643E9BC8200F13E3FC554F88CAA120	2018/8/13 0:00	-80.83	127	91.37	137	98.56	16.08	0	0	0	2	0	1	0	66	100	0	0	1	3	2.16
070E25E55AA94F9ADE6485D56ED9CDC0	2018/8/13 0:00	-98.75	280	77.35	356	98.34	8.38	0.54	0.27	15.22	70	0	28	7	53	100	0	0	1	17	4.72
4956CEF2650FB59C56B7B7A0330D6A9E	2018/8/13 0:00	-99.3	202	84.87	238	100	11.5	0.41	0	5.74	66	0	1	0	72	100	0	0		39	16.96
3946FC94372BA17B2318B1460F6A0D55	2018/8/13 0:00	-91.52	384	87.07	415	94.1	10.35	1.36	0.9	0.45	68	0	62	50	160	100	9	0	3	36	8.18
517790C24A893D1B09450129741C2BC3	2018/8/13 0:00	-80.75	51	100	51	100	14.43	0	0	0	20	0	63	41	324	100	5	0		0	0
11CBA6EC83A49C675341751EF7067BBF	2018/8/13 0:00										4	0	67	63	39	100	8	0			
24ADB8FFB49BCCB646389CE9013A327D	2018/8/13 0:00	-93.33	156	100	156	100	7	0	0	1.28	106	0	23	0	74	100	0	0		8	5.13
970A864C4EAE956A2B6AA6C7E2E84DF5	2018/8/13 0:00	-86.19	1830	93.37	1921	98.01	11.02	1.32	1.22	0.1	24	0	217	191	459	100	3	1	3	48	2.46
00BDF2FA80F0F00CCBF4BA011AEC71E3	2018/8/13 0:00										78	0	17	0	490	100	5	0			
F7EA2C2368C5A93371AE4DF6A71CEF0B	2018/8/13 0:00	-90.14	15	93.75	16	100	12.14	0	0	6.25	0	0	30	6	15	100	0	0		0	0
546BD3BE7BA7470DAEEF297D093B4A08	2018/8/13 0:00	-93.31	152	92.12	155	93.94	9.19	6.06	4.85	0	16	0	27	0	32	100	0	0	2	1	0.61
616177E37FCBAA30365B1197C2626FE5	2018/8/13 0:00	-96.73	174	54.72	266	83.65	5	6.23	1.87	0	4	0	33	6	280	100	1	0	4	55	17.19
221C1D5DAF842E20DADA2B92483729C5	2018/8/13 0:00										0	0	16	0	10	100	1	1			
7D5E57A28820FF8F9BF29F92F71FC1A0	2018/8/13 0:00	-68	64	100	64	100	10.5	0	0	0	0	0	24	0	56	100	0	0		0	0
67197F667F9BF4B97F1F8575EA76EC79	2018/8/13 0:00	-92.37	423	78.62	493	91.64	10.68	0.37	0	2.6	128	0	27	6	332	100	0	0	4	40	7.45
D0622C28750B5DD91393AAB203FCE027	2018/8/13 0:00										100	0	4	0	86	100	0	0			
35FB70B05C7144E063CC66CE7B1C6176	2018/8/13 0:00										4	0	41	20	381	100	28	0			
78E3EF72D48AFF047E5C0B4C4A936029	2018/8/13 0:00	-83.67	477	94.08	500	98.62	8.67	0	0	0	22	0	17	0	617	100	0	0		1	0.2
9D6BF904100CB5F7B67615A6C0DB2FC7	2018/8/13 0:00										0	0	22	0	95	100	4	0			
1B2410C823EC7A783C19F150F4B9484F	2018/8/13 0:00	-108	0	0	1	100	17	0	0	0	6	0	15	6	43	100	10	0		1	100
37769A8E7267A3954F92E0D80B5D2C5E	2018/8/13 0:00	-103.5	34	89.47	37	97.37	10	0	0	0	0	0	0	0	9	100	0	0	1	1	2.63
3EDD43DEB4B084F6605B94172979CCF8	2018/8/13 0:00										176	0	42	24	415	100	4	0			
C0BACEF92FA5D0B359C3FB8EFBE17BA0	2018/8/13 0:00	-109	0	0	3	50	-1	50	16.67	0	0	0	12	0	46	100	7	0	3	5	100
8D2F012DD035E0370EF7984F1746118C	2018/8/13 0:00										0	0	0	0	67	100	0	0			
DBE1E360374042BCA47DED74AB0806D1	2018/8/13 0:00										100	0	0	0	456	100	0	0			
3C94388EEBE2292FBC1A9F0EB66F76AA	2018/8/13 0:00	-99.83	167	98.24	170	100	10	0	0	1.18	24	0	6	0	30	100	0	0		0	0
49B14A57AD50B060BF1C9B91B9426136	2018/8/13 0:00	-91.31	663	97.5	675	99.26	9	2.79	2.06	0	112	0	33	22	530	100	6	0	1	57	8.41
3297324D487FC0F95A63645C613DAC77	2018/8/13 0:00	-91.4	42	100	42	100	15.67	0	0	0	260	0	59	46	474	100	6	0		0	0
1E6A37BCCED846D06C1C0729BCC78797	2018/8/13 0:00										32	0	18	6	80	100	9	0			
FBA8AA61892F3C68513050C12A10E96D	2018/8/13 0:00	-79.61	156	91.23	169	98.83	6.64	6.18	4.49	1.69	32	0	158	158	88	100	0	0	1	2	1.15
B85CC18CCC77103334F144DD0C5C57E5	2018/8/13 0:00	-95	1	100	1	100	13	0	0	0	0	0	3	0	283	100	0	0		0	0
7227CBFCB6943BE3D54D1AA839D389EE	2018/8/13 0:00										6	0	10	8	168	100	7	0			
E3750C4B3D7CDE73EE1372E844009FC1	2018/8/13 0:00										48	0	220	218	432	100	86	0			
6E56E5A2413F78167834DAA19F60CF15	2018/8/13 0:00	-100	52	94.55	55	100	10	1.82	0	0	0	0	1	0	22	100	0	0		2	3.64
3754F919B200B516686B5D86C4779931	2018/8/13 0:00										68	0	2	0	116	100	1	0			
6A3014E6334807D088DE427BD381EC19	2018/8/13 0:00	-83.25	221	62.78	351	99.72	15.94	0.28	0.28	1.7	20	0	4	0	192	100	0	0		8	2.27
760E18F1625ACADE154DD40B203F93D4	2018/8/13 0:00										0	0	2	0	72	100	0	0			
653397B270AFCA4B5823E5387E25890B	2018/8/13 0:00										30	0	33	6	56	100	0	0			
5CD150565579880CA765A82E21ABC585	2018/8/13 0:00	-95.2	442	90.76	480	98.56	15	0	0	0	4	0	1	0	172	100	0	0	1	29	5.95
754F6E98163E0EC8ADC1BA2C5BB77D16	2018/8/13 0:00										0	0	21	0	565	100	0	0			
2D7DB319BE6452345F4049510D9ABF18	2018/8/13 0:00	-88	1	100	1	100	19	0	0	0	0	0	0	0	0		0	0		0	0
2C0507FB8A52F8E57CB0FC329A814B1C	2018/8/13 0:00	-94	1	100	1	100	9	0	0	0	0	0	17	7	187	100	6	0		1	100
C3968FD1849692B5245093F0EA6E9A8C	2018/8/13 0:00	-71.83	611	98.23	614	98.71	11.29	2.05	1.74	2.53	112	0	1	0	205	100	0	0	1	10	1.63
921A1AEB5E9163E5C7AA64C01B37359A	2018/8/13 0:00	-82.16	366	99.19	369	100	16.88	1.36	1.08	7.05	448	0	171	125	149	100	4	0		7	1.91
9B664EC6B27D815763821B2E33A4C3AF	2018/8/13 0:00										2	0	2557	2557	113	100	0	0			
6686A6F616CB3FFE4B737C3DC5E5F34B	2018/8/13 0:00	-99	2	66.67	2	66.67	7	0	0	0	0	0	29	0	6	100	0	0	1	1	33.33
FB625E5AB3BF4B53157FF7EC6AA00384	2018/8/13 0:00	-95.79	283	88.16	298	92.83	8.71	1.25	0.31	0	148	0	307	293	113	100	3	0	8	38	11.95
A5DE3B65729C36A77761337A2DABB3C4	2018/8/13 0:00										0	0	190	184	354	100	8	0			
00FF3E8E189983EFE84FD9E1502C6B6A	2018/8/13 0:00										0	0	1	0	150	100	0	0			
B93C3E9C65E737221B1CC649AE2DFB6F	2018/8/13 0:00										6	0	1	0	223	100	0	0			
C3F1B79A86A2F8ABBDE9A3175DF3EA46	2018/8/13 0:00	-96.67	80	91.95	85	97.7	12.42	2.3	0	4.6	32	0	1	0	21	100	0	0		4	4.6
8304AD9D8FC22EDFC9580C3CC3898751	2018/8/13 0:00	-94.77	24	96	24	96	13.25	0	0	0	62	0	36	23	156	100	4	0	1	0	0
6C00216F99DF86ED154FB5A604FFB2C2	2018/8/13 0:00	-78.91	1313	99.24	1319	99.7	13.11	1.59	0.53	1.59	842	0	3	0	395	100	1	0		8	0.6
57608567F2C8D2EC1303C4DEA62D372F	2018/8/13 0:00	-105.89	171	58.76	202	69.42	10.89	0.68	0.34	0.68	70	0	28	13	187	100	18	0	8	65	22.26
D549CBBF3B877A22669B851D4E9B492E	2018/8/13 0:00	-79.32	568	100	568	100	10.52	0	0	0.7	42	0	9	0	127	100	0	0		6	1.06
9C102A2E4E84B3E385C9EE25A90081A3	2018/8/13 0:00										158	0	0	0	321	100	0	0			
6C581092292BE1F35A56523DC7D4FF38	2018/8/13 0:00	-80	1	100	1	100	22	0	0	0	2	0	54	35	61	100	0	0		0	0
B78A3406B1D7CAA89BCAA67234035EB6	2018/8/13 0:00	-95.25	318	44.23	557	77.47	11.5	0.42	0.14	0	90	0	21	12	468	100	3	0	11	239	33.19
B8316DBA324118119DCFC1FC7659693C	2018/8/13 0:00	-101	12	92.31	13	100	10	0	0	0	4	0	23	0	9	100	0	0		0	0
373F0CFFAFFB4A5412652F3884AC1624	2018/8/13 0:00	-86.18	235	76.55	272	88.6	11.18	0.98	0.65	2.61	62	0	59	29	205	100	7	0	6	41	13.44
CFBBEA4D3FB6DE689DFA369FC50866C5	2018/8/13 0:00	-85.8	561	96.23	580	99.49	14.34	0.69	0.51	4.97	130	0	50	43	208	100	0	0		14	2.4
F05AFE1D0CD08C378BB54DE77FFC176F	2018/8/13 0:00	-84.63	604	98.85	606	99.18	17.9	0.81	0.48	0.32	0	0	58	24	213	100	0	0		13	2.18
872A68FA5090CA50AC6F21C0170B893E	2018/8/13 0:00	-113.5	0	0	1	9.09	1	18.18	0	0	26	0	172	155	204	100	50	0	2	11	100
E1DED662F6670861117B176E6DD9026A	2018/8/13 0:00	-106.5	402	37.57	424	39.63	0	3.16	0.09	0	24	0	430	417	205	100	143	0	18	133	13.03
770AD39E5861F5BFE05BD80197DAF344	2018/8/13 0:00										80	0	18	0	133	100	1	0			
BEBE86AE8D74F1A3CC76F4A9DDBBB5D2	2018/8/13 0:00	-86.54	227	89.72	241	95.26	13.82	0.4	0.4	0.79	64	0	31	0	102	100	4	0		20	7.91
CC006EB620E04892C07FF61C39C3F87A	2018/8/13 0:00	-104.31	234	75.24	259	83.28	5.54	5.14	0.96	0.32	28	0	197	180	171	100	26	1	7	58	18.65
7A28AE1B06F442AD31B6214B90543156	2018/8/13 0:00	-83.93	257	96.98	263	99.25	11.61	0	0	3.02	42	0	0	0	58	100	0	0	2	0	0
0C5C1C3CA8D694962CF43E894360E7B7	2018/8/13 0:00	-95.95	696	89.23	737	94.49	13.66	0.64	0	0.26	4164	0	36	29	283	99.65	25	1	5	104	13.33
00530CF9761DD10F57576310BCC88FCE	2018/8/13 0:00	-98.5	41	58.57	63	90	9	0	0	0	0	0	1	0	135	100	0	0	2	37	52.11
CB2AC7CE6DD6BEBE6C3349B8E3ECD5AF	2018/8/13 0:00	-96.89	239	78.1	275	89.87	9.72	1.63	0.33	0.65	18	0	170	138	409	100	9	0	6	78	25.66
834B1397C84F842862A5B70A25ECDEA4	2018/8/13 0:00	-81.88	299	100	299	100	18	0	0	0.64	78	0	26	0	165	100	0	0		0	0
992CCD7CDAF69C8FEBA50E03EFF544F2	2018/8/13 0:00										6	0	46	29	87	100	0	0			
8B402FF31A50CC99C94151539DCBAF19	2018/8/13 0:00										148	0	67	44	307	100	2	0			
784CFB4E20A4A547CF44B90691FA7EE5	2018/8/13 0:00										314	0	17	6	178	100	3	0			
3F897FD35AA264634D844D80DF94F236	2018/8/13 0:00	-84.33	49	100	49	100	9.33	0	0	0	2	0	23	0	51	100	0	0		0	0
2E245CF0C05C1BED793E19B04C8ADA1C	2018/8/13 0:00										2	0	7	0	74	100	1	0			
FCC27493D84B7829B1068E8E199854E8	2018/8/13 0:00										0	0	152	130	232	100	15	0			
6D264D50C556B6C035CD3AE2A57A1F7A	2018/8/13 0:00	-100.86	208	67.53	301	97.73	11.57	0	0	0	0	0	0	0	63	100	0	0	2	18	5.84
AD9041C40BCD28768BB5BD6966C3E7E0	2018/8/13 0:00	-98.5	24	85.71	28	100	9	0	0	0	132	0	3603	3603	302	100	2	0		4	14.29
ABA0EA6FF3A7306D3530A890A5BB7A72	2018/8/13 0:00	-106.5	10	9.01	60	54.05	-2.5	9.01	2.7	0	28	0	26	0	75	100	6	0	9	41	36.94
CDD0ADB1501310F7B7FF06EA9A4AF20E	2018/8/13 0:00										324	0	7	0	319	100	100	0			
8D88E6E5EBA9582F863E910319D7B727	2018/8/13 0:00										160	0	515	506	647	100	1	0			
B67E93D2EF6B8921E8CA0A750B6123F9	2018/8/13 0:00										26	0	33	31	121	100	0	0			
4967F4871D2D4655AC8A8D9CD7FC16B6	2018/8/13 0:00	-91.17	7	46.67	14	93.33	19.6	0	0	0	16	0	99	72	66	100	0	0	1	9	81.82
62A147BFE73031302DFA909308862086	2018/8/13 0:00										176	0	10	0	471	100	0	0			
